task_id,action_type,agent_confidence,user_past_accept_rate,action_reversibility,deviation_from_routine,accept_label,_generating_rule
style_synth_02409,pay_bill,0.423,0.82,0.941,0.393,0,low_confidence_default_reject
style_synth_02410,schedule_event,0.655,0.588,0.693,0.136,0,low_confidence_default_reject
style_synth_02411,send_reminder,0.521,0.497,0.163,0.476,0,risky_irreversible_low_conf
style_synth_02412,send_reminder,0.606,0.398,0.841,0.308,0,low_confidence_default_reject
style_synth_02413,send_reminder,0.903,0.468,0.725,0.292,1,confident_default_accept
style_synth_02414,draft_message,0.815,0.483,0.602,0.269,1,confident_default_accept
style_synth_02415,reorganize_files,0.597,0.298,0.882,0.281,0,low_trust_user
style_synth_02416,draft_message,0.996,0.483,0.215,0.254,1,confident_default_accept
style_synth_02417,reorganize_files,0.681,0.475,0.519,0.154,0,low_confidence_default_reject
style_synth_02418,schedule_event,0.817,0.573,0.142,0.41,0,risky_irreversible_low_conf
style_synth_02419,reorganize_files,0.641,0.759,0.803,0.436,0,low_confidence_default_reject
style_synth_02420,reorganize_files,0.659,0.329,0.255,0.154,0,risky_irreversible_low_conf
style_synth_02421,schedule_event,0.759,0.461,0.038,0.13,0,risky_irreversible_low_conf
style_synth_02422,pay_bill,0.732,0.677,0.846,0.381,1,confident_default_accept
style_synth_02423,send_reminder,0.873,0.452,0.02,0.367,1,confident_default_accept
style_synth_02424,reorganize_files,0.642,0.677,0.063,0.368,0,risky_irreversible_low_conf
style_synth_02425,reorganize_files,0.795,0.584,0.064,0.592,0,risky_irreversible_low_conf
style_synth_02426,reorganize_files,0.811,0.207,0.173,0.16,0,risky_irreversible_low_conf
style_synth_02427,draft_message,0.712,0.319,0.748,0.012,1,confident_default_accept
style_synth_02428,send_reminder,0.456,0.334,0.273,0.118,0,risky_irreversible_low_conf
style_synth_02429,pay_bill,0.821,0.734,0.402,0.048,1,high_trust_high_conf
style_synth_02430,draft_message,0.729,0.438,0.764,0.029,1,confident_default_accept
style_synth_02431,pay_bill,0.225,0.861,0.634,0.077,0,low_confidence_default_reject
style_synth_02432,draft_message,0.657,0.361,0.797,0.354,0,low_confidence_default_reject
style_synth_02433,send_reminder,0.742,0.663,0.44,0.25,1,confident_default_accept
style_synth_02434,send_reminder,0.793,0.363,0.643,0.602,0,novel_action_distrust
style_synth_02435,schedule_event,0.862,0.685,0.896,0.303,1,confident_default_accept
style_synth_02436,send_reminder,0.97,0.14,0.887,0.058,0,low_trust_user
style_synth_02437,reorganize_files,0.808,0.582,0.236,0.05,0,risky_irreversible_low_conf
style_synth_02438,schedule_event,0.401,0.483,0.735,0.184,0,low_confidence_default_reject
style_synth_02439,reorganize_files,0.699,0.635,0.42,0.317,0,low_confidence_default_reject
style_synth_02440,pay_bill,0.93,0.414,0.069,0.35,1,confident_default_accept
style_synth_02441,send_reminder,0.853,0.658,0.991,0.259,1,confident_default_accept
style_synth_02442,pay_bill,0.697,0.556,0.161,0.423,0,risky_irreversible_low_conf
style_synth_02443,send_reminder,0.703,0.753,0.678,0.466,1,high_trust_high_conf
style_synth_02444,schedule_event,0.91,0.7,0.603,0.057,1,confident_default_accept
style_synth_02445,send_reminder,0.878,0.4,0.289,0.635,1,novel_action_distrust
style_synth_02446,schedule_event,0.604,0.452,0.805,0.295,0,low_confidence_default_reject
style_synth_02447,pay_bill,0.956,0.524,0.982,0.238,1,confident_default_accept
style_synth_02448,schedule_event,0.607,0.402,0.305,0.611,0,novel_action_distrust
style_synth_02449,reorganize_files,0.704,0.586,0.367,0.102,1,confident_default_accept
style_synth_02450,schedule_event,0.951,0.643,0.831,0.144,1,confident_default_accept
style_synth_02451,reorganize_files,0.659,0.451,0.538,0.507,0,low_confidence_default_reject
style_synth_02452,send_reminder,0.546,0.727,0.882,0.411,0,low_confidence_default_reject
style_synth_02453,schedule_event,0.88,0.411,0.058,0.308,1,confident_default_accept
style_synth_02454,schedule_event,0.616,0.755,0.505,0.094,0,low_confidence_default_reject
style_synth_02455,schedule_event,0.571,0.799,0.639,0.208,0,low_confidence_default_reject
style_synth_02456,draft_message,0.723,0.756,0.902,0.187,1,high_trust_high_conf
style_synth_02457,reorganize_files,0.731,0.643,0.236,0.176,0,risky_irreversible_low_conf
style_synth_02458,draft_message,0.515,0.581,0.14,0.439,0,risky_irreversible_low_conf
style_synth_02459,schedule_event,0.337,0.641,0.104,0.334,0,risky_irreversible_low_conf
style_synth_02460,draft_message,0.911,0.684,0.412,0.279,1,confident_default_accept
style_synth_02461,pay_bill,0.845,0.498,0.683,0.406,1,confident_default_accept
style_synth_02462,send_reminder,0.558,0.539,0.35,0.096,0,low_confidence_default_reject
style_synth_02463,draft_message,0.368,0.316,0.807,0.159,0,low_confidence_default_reject
style_synth_02464,draft_message,0.499,0.493,0.568,0.33,0,low_confidence_default_reject
style_synth_02465,pay_bill,0.861,0.338,0.828,0.517,1,confident_default_accept
style_synth_02466,send_reminder,0.554,0.638,0.605,0.375,0,low_confidence_default_reject
style_synth_02467,draft_message,0.671,0.474,0.991,0.077,0,low_confidence_default_reject
style_synth_02468,send_reminder,0.872,0.68,0.656,0.27,1,confident_default_accept
style_synth_02469,schedule_event,0.885,0.607,0.269,0.4,1,confident_default_accept
style_synth_02470,reorganize_files,0.503,0.778,0.155,0.303,0,risky_irreversible_low_conf
style_synth_02471,pay_bill,0.744,0.558,0.324,0.486,1,confident_default_accept
style_synth_02472,pay_bill,0.671,0.558,0.816,0.081,0,low_confidence_default_reject
style_synth_02473,send_reminder,0.603,0.499,0.057,0.339,1,risky_irreversible_low_conf
style_synth_02474,reorganize_files,0.748,0.486,0.851,0.136,1,confident_default_accept
style_synth_02475,draft_message,0.682,0.325,0.78,0.182,0,low_confidence_default_reject
style_synth_02476,schedule_event,0.792,0.445,0.763,0.432,1,confident_default_accept
style_synth_02477,pay_bill,0.943,0.551,0.111,0.596,1,confident_default_accept
style_synth_02478,draft_message,0.988,0.813,0.448,0.053,1,high_trust_high_conf
style_synth_02479,reorganize_files,0.827,0.469,0.439,0.306,1,confident_default_accept
style_synth_02480,reorganize_files,0.775,0.443,0.868,0.354,1,confident_default_accept
style_synth_02481,send_reminder,0.834,0.708,0.557,0.241,1,high_trust_high_conf
style_synth_02482,send_reminder,0.754,0.644,0.641,0.27,1,confident_default_accept
style_synth_02483,send_reminder,0.636,0.12,0.035,0.287,0,risky_irreversible_low_conf
style_synth_02484,draft_message,0.744,0.563,0.364,0.419,1,confident_default_accept
style_synth_02485,schedule_event,0.93,0.573,0.52,0.575,1,confident_default_accept
style_synth_02486,pay_bill,0.656,0.691,0.995,0.115,0,low_confidence_default_reject
style_synth_02487,pay_bill,0.701,0.697,0.701,0.31,1,confident_default_accept
style_synth_02488,send_reminder,0.881,0.431,0.447,0.231,1,confident_default_accept
style_synth_02489,schedule_event,0.646,0.322,0.532,0.601,0,novel_action_distrust
style_synth_02490,reorganize_files,0.66,0.616,0.21,0.55,0,risky_irreversible_low_conf
style_synth_02491,pay_bill,0.673,0.891,0.289,0.104,0,risky_irreversible_low_conf
style_synth_02492,reorganize_files,0.863,0.645,0.701,0.176,0,confident_default_accept
style_synth_02493,send_reminder,0.822,0.077,0.074,0.166,0,risky_irreversible_low_conf
style_synth_02494,pay_bill,0.533,0.371,0.854,0.148,0,low_confidence_default_reject
style_synth_02495,schedule_event,0.548,0.323,0.287,0.348,0,risky_irreversible_low_conf
style_synth_02496,draft_message,0.959,0.45,0.913,0.102,0,confident_default_accept
style_synth_02497,reorganize_files,0.419,0.551,0.59,0.073,0,low_confidence_default_reject
style_synth_02498,reorganize_files,0.609,0.739,0.826,0.875,0,novel_action_distrust
style_synth_02499,pay_bill,0.647,0.514,0.333,0.287,0,low_confidence_default_reject
style_synth_02500,schedule_event,0.755,0.776,0.042,0.232,0,risky_irreversible_low_conf
style_synth_02501,schedule_event,0.819,0.542,0.079,0.256,0,risky_irreversible_low_conf
style_synth_02502,schedule_event,0.859,0.95,0.636,0.202,0,high_trust_high_conf
style_synth_02503,pay_bill,0.883,0.559,0.641,0.43,1,confident_default_accept
style_synth_02504,pay_bill,0.903,0.474,0.488,0.167,1,confident_default_accept
style_synth_02505,send_reminder,0.955,0.606,0.237,0.112,1,confident_default_accept
style_synth_02506,reorganize_files,0.743,0.803,0.291,0.458,0,risky_irreversible_low_conf
style_synth_02507,pay_bill,0.625,0.602,0.166,0.401,0,risky_irreversible_low_conf
style_synth_02508,schedule_event,0.944,0.549,0.278,0.1,0,confident_default_accept
style_synth_02509,send_reminder,0.702,0.721,0.643,0.137,1,high_trust_high_conf
style_synth_02510,pay_bill,0.611,0.409,0.609,0.197,0,low_confidence_default_reject
style_synth_02511,reorganize_files,0.67,0.711,0.698,0.009,0,low_confidence_default_reject
style_synth_02512,draft_message,0.618,0.795,0.269,0.148,1,risky_irreversible_low_conf
style_synth_02513,reorganize_files,0.887,0.624,0.13,0.341,1,confident_default_accept
style_synth_02514,schedule_event,0.95,0.683,0.072,0.271,0,confident_default_accept
style_synth_02515,send_reminder,0.698,0.643,0.171,0.139,0,risky_irreversible_low_conf
style_synth_02516,reorganize_files,0.707,0.152,0.832,0.16,0,low_trust_user
style_synth_02517,schedule_event,0.747,0.185,0.968,0.142,0,low_trust_user
style_synth_02518,reorganize_files,0.677,0.469,0.163,0.327,0,risky_irreversible_low_conf
style_synth_02519,schedule_event,0.94,0.627,0.942,0.106,1,confident_default_accept
style_synth_02520,schedule_event,0.425,0.697,0.293,0.391,1,risky_irreversible_low_conf
style_synth_02521,reorganize_files,0.671,0.74,0.37,0.398,0,low_confidence_default_reject
style_synth_02522,reorganize_files,0.62,0.835,0.266,0.262,0,risky_irreversible_low_conf
style_synth_02523,pay_bill,0.916,0.311,0.263,0.46,1,confident_default_accept
style_synth_02524,draft_message,0.916,0.559,0.926,0.223,1,confident_default_accept
style_synth_02525,send_reminder,0.726,0.23,0.782,0.679,0,novel_action_distrust
style_synth_02526,schedule_event,0.323,0.728,0.994,0.218,0,low_confidence_default_reject
style_synth_02527,reorganize_files,0.748,0.693,0.405,0.242,1,confident_default_accept
style_synth_02528,send_reminder,0.953,0.503,0.819,0.148,1,confident_default_accept
style_synth_02529,reorganize_files,0.597,0.866,0.886,0.224,0,low_confidence_default_reject
style_synth_02530,reorganize_files,0.736,0.277,0.843,0.226,0,low_trust_user
style_synth_02531,reorganize_files,0.87,0.761,0.946,0.368,1,high_trust_high_conf
style_synth_02532,reorganize_files,0.777,0.672,0.643,0.224,1,confident_default_accept
style_synth_02533,schedule_event,0.942,0.602,0.591,0.167,1,confident_default_accept
style_synth_02534,schedule_event,0.579,0.523,0.699,0.309,0,low_confidence_default_reject
style_synth_02535,schedule_event,0.734,0.741,0.522,0.359,1,high_trust_high_conf
style_synth_02536,schedule_event,0.952,0.769,0.642,0.184,1,high_trust_high_conf
style_synth_02537,pay_bill,0.964,0.462,0.059,0.27,1,confident_default_accept
style_synth_02538,reorganize_files,0.769,0.452,0.979,0.324,1,confident_default_accept
style_synth_02539,schedule_event,0.752,0.88,0.01,0.264,0,risky_irreversible_low_conf
style_synth_02540,reorganize_files,0.686,0.79,0.59,0.272,0,low_confidence_default_reject
style_synth_02541,pay_bill,0.586,0.878,0.648,0.231,0,low_confidence_default_reject
style_synth_02542,schedule_event,0.815,0.67,0.585,0.543,1,confident_default_accept
style_synth_02543,send_reminder,0.624,0.592,0.441,0.141,0,low_confidence_default_reject
style_synth_02544,send_reminder,0.489,0.635,0.218,0.18,0,risky_irreversible_low_conf
style_synth_02545,pay_bill,0.562,0.822,0.426,0.353,0,low_confidence_default_reject
style_synth_02546,pay_bill,0.82,0.718,0.251,0.308,0,risky_irreversible_low_conf
style_synth_02547,schedule_event,0.744,0.587,0.391,0.071,1,confident_default_accept
style_synth_02548,send_reminder,0.934,0.457,0.991,0.283,1,confident_default_accept
style_synth_02549,schedule_event,0.873,0.488,0.646,0.318,1,confident_default_accept
style_synth_02550,send_reminder,0.724,0.838,0.309,0.204,1,high_trust_high_conf
style_synth_02551,schedule_event,0.778,0.972,0.19,0.26,0,risky_irreversible_low_conf
style_synth_02552,reorganize_files,0.813,0.562,0.472,0.056,1,confident_default_accept
style_synth_02553,pay_bill,0.636,0.481,0.417,0.3,0,low_confidence_default_reject
style_synth_02554,reorganize_files,0.759,0.791,0.026,0.443,0,risky_irreversible_low_conf
style_synth_02555,draft_message,0.684,0.758,0.886,0.226,0,low_confidence_default_reject
style_synth_02556,reorganize_files,0.634,0.625,0.014,0.47,0,risky_irreversible_low_conf
style_synth_02557,reorganize_files,0.886,0.374,0.358,0.516,1,confident_default_accept
style_synth_02558,schedule_event,0.419,0.447,0.331,0.404,0,low_confidence_default_reject
style_synth_02559,send_reminder,0.541,0.211,0.899,0.223,0,low_trust_user
style_synth_02560,schedule_event,0.415,0.491,0.385,0.341,0,low_confidence_default_reject
style_synth_02561,send_reminder,0.505,0.435,0.445,0.203,0,low_confidence_default_reject
style_synth_02562,schedule_event,0.63,0.353,0.691,0.063,0,low_confidence_default_reject
style_synth_02563,draft_message,0.731,0.684,0.393,0.113,1,confident_default_accept
style_synth_02564,draft_message,0.74,0.58,0.519,0.463,1,confident_default_accept
style_synth_02565,pay_bill,0.807,0.836,0.239,0.271,0,risky_irreversible_low_conf
style_synth_02566,schedule_event,0.406,0.665,0.782,0.038,0,low_confidence_default_reject
style_synth_02567,schedule_event,0.675,0.652,0.161,0.221,0,risky_irreversible_low_conf
style_synth_02568,pay_bill,0.662,0.765,0.669,0.137,1,low_confidence_default_reject
style_synth_02569,schedule_event,0.823,0.783,0.899,0.223,1,high_trust_high_conf
style_synth_02570,pay_bill,0.735,0.389,0.508,0.189,1,confident_default_accept
style_synth_02571,pay_bill,0.785,0.717,0.761,0.322,1,high_trust_high_conf
style_synth_02572,schedule_event,0.733,0.787,0.723,0.264,1,high_trust_high_conf
style_synth_02573,schedule_event,0.37,0.7,0.984,0.063,0,low_confidence_default_reject
style_synth_02574,send_reminder,0.566,0.333,0.27,0.172,0,risky_irreversible_low_conf
style_synth_02575,draft_message,0.746,0.632,0.739,0.559,1,confident_default_accept
style_synth_02576,schedule_event,0.661,0.617,0.317,0.232,0,low_confidence_default_reject
style_synth_02577,draft_message,0.771,0.802,0.824,0.419,1,high_trust_high_conf
style_synth_02578,draft_message,0.824,0.845,0.414,0.246,1,high_trust_high_conf
style_synth_02579,reorganize_files,0.7,0.522,0.969,0.052,0,low_confidence_default_reject
style_synth_02580,draft_message,0.876,0.747,0.892,0.262,1,high_trust_high_conf
style_synth_02581,schedule_event,0.608,0.536,0.4,0.157,0,low_confidence_default_reject
style_synth_02582,send_reminder,0.701,0.426,0.014,0.516,0,risky_irreversible_low_conf
style_synth_02583,draft_message,0.655,0.883,0.206,0.299,0,risky_irreversible_low_conf
style_synth_02584,reorganize_files,0.607,0.43,0.118,0.138,0,risky_irreversible_low_conf
style_synth_02585,reorganize_files,0.973,0.467,0.85,0.112,1,confident_default_accept
style_synth_02586,draft_message,0.624,0.796,0.155,0.439,0,risky_irreversible_low_conf
style_synth_02587,schedule_event,0.901,0.502,0.885,0.305,0,confident_default_accept
style_synth_02588,reorganize_files,0.913,0.522,0.845,0.149,1,confident_default_accept
style_synth_02589,draft_message,0.763,0.309,0.388,0.247,1,confident_default_accept
style_synth_02590,send_reminder,0.326,0.418,0.571,0.274,0,low_confidence_default_reject
style_synth_02591,pay_bill,0.7,0.505,0.287,0.498,0,risky_irreversible_low_conf
style_synth_02592,draft_message,0.75,0.596,0.975,0.295,1,confident_default_accept
style_synth_02593,schedule_event,0.797,0.502,0.06,0.117,0,risky_irreversible_low_conf
style_synth_02594,pay_bill,0.597,0.418,0.516,0.197,0,low_confidence_default_reject
style_synth_02595,reorganize_files,0.796,0.412,0.185,0.194,0,risky_irreversible_low_conf
style_synth_02596,draft_message,0.851,0.824,0.466,0.315,1,high_trust_high_conf
style_synth_02597,reorganize_files,0.685,0.648,0.452,0.514,0,low_confidence_default_reject
style_synth_02598,schedule_event,0.638,0.36,0.128,0.059,0,risky_irreversible_low_conf
style_synth_02599,schedule_event,0.748,0.752,0.808,0.089,1,high_trust_high_conf
style_synth_02600,reorganize_files,0.704,0.458,0.114,0.272,1,risky_irreversible_low_conf
style_synth_02601,schedule_event,0.513,0.627,0.401,0.207,0,low_confidence_default_reject
style_synth_02602,draft_message,0.536,0.668,0.281,0.234,1,risky_irreversible_low_conf
style_synth_02603,reorganize_files,0.736,0.372,0.774,0.4,1,confident_default_accept
style_synth_02604,pay_bill,0.922,0.564,0.539,0.147,1,confident_default_accept
style_synth_02605,reorganize_files,0.713,0.834,0.102,0.288,0,risky_irreversible_low_conf
style_synth_02606,draft_message,0.657,0.572,0.46,0.545,1,low_confidence_default_reject
style_synth_02607,schedule_event,0.341,0.478,0.638,0.358,0,low_confidence_default_reject
style_synth_02608,draft_message,0.691,0.272,0.749,0.159,0,low_trust_user
style_synth_02609,pay_bill,0.972,0.756,0.714,0.11,1,high_trust_high_conf
style_synth_02610,pay_bill,0.923,0.385,0.839,0.573,1,confident_default_accept
style_synth_02611,draft_message,0.533,0.704,0.253,0.409,0,risky_irreversible_low_conf
style_synth_02612,schedule_event,0.669,0.586,0.83,0.209,0,low_confidence_default_reject
style_synth_02613,reorganize_files,0.519,0.588,0.033,0.602,1,risky_irreversible_low_conf
style_synth_02614,reorganize_files,0.672,0.661,0.932,0.325,0,low_confidence_default_reject
style_synth_02615,reorganize_files,0.616,0.532,0.172,0.223,1,risky_irreversible_low_conf
style_synth_02616,draft_message,0.833,0.353,0.25,0.025,0,risky_irreversible_low_conf
style_synth_02617,reorganize_files,0.717,0.564,0.132,0.206,1,risky_irreversible_low_conf
style_synth_02618,reorganize_files,0.896,0.475,0.294,0.237,1,confident_default_accept
style_synth_02619,schedule_event,0.617,0.544,0.168,0.737,0,risky_irreversible_low_conf
style_synth_02620,draft_message,0.814,0.382,0.071,0.109,0,risky_irreversible_low_conf
style_synth_02621,pay_bill,0.72,0.733,0.071,0.265,0,risky_irreversible_low_conf
style_synth_02622,reorganize_files,0.846,0.607,0.585,0.206,1,confident_default_accept
style_synth_02623,pay_bill,0.488,0.754,0.024,0.153,0,risky_irreversible_low_conf
style_synth_02624,send_reminder,0.579,0.567,0.216,0.385,0,risky_irreversible_low_conf
style_synth_02625,pay_bill,0.691,0.338,0.126,0.233,0,risky_irreversible_low_conf
style_synth_02626,send_reminder,0.924,0.559,0.346,0.242,1,confident_default_accept
style_synth_02627,schedule_event,0.598,0.894,0.394,0.187,0,low_confidence_default_reject
style_synth_02628,pay_bill,0.877,0.599,0.185,0.157,1,confident_default_accept
style_synth_02629,send_reminder,0.568,0.375,0.815,0.36,0,low_confidence_default_reject
style_synth_02630,draft_message,0.617,0.469,0.305,0.489,0,low_confidence_default_reject
style_synth_02631,reorganize_files,0.819,0.66,0.054,0.226,0,risky_irreversible_low_conf
style_synth_02632,schedule_event,0.727,0.392,0.585,0.372,1,confident_default_accept
style_synth_02633,send_reminder,0.829,0.67,0.852,0.131,1,confident_default_accept
style_synth_02634,draft_message,0.331,0.254,0.841,0.121,0,low_trust_user
style_synth_02635,schedule_event,0.849,0.721,0.015,0.428,0,risky_irreversible_low_conf
style_synth_02636,draft_message,0.445,0.468,0.065,0.563,0,risky_irreversible_low_conf
style_synth_02637,draft_message,0.7,0.754,0.133,0.396,0,risky_irreversible_low_conf
style_synth_02638,draft_message,0.64,0.615,0.972,0.351,0,low_confidence_default_reject
style_synth_02639,reorganize_files,0.327,0.392,0.386,0.339,0,low_confidence_default_reject
style_synth_02640,pay_bill,0.682,0.218,0.108,0.43,0,risky_irreversible_low_conf
style_synth_02641,reorganize_files,0.839,0.372,0.645,0.464,1,confident_default_accept
style_synth_02642,schedule_event,0.795,0.724,0.326,0.017,1,high_trust_high_conf
style_synth_02643,send_reminder,0.886,0.595,0.589,0.102,1,confident_default_accept
style_synth_02644,schedule_event,0.784,0.534,0.523,0.236,1,confident_default_accept
style_synth_02645,send_reminder,0.722,0.643,0.871,0.293,1,confident_default_accept
style_synth_02646,reorganize_files,0.902,0.744,0.196,0.403,1,high_trust_high_conf
style_synth_02647,reorganize_files,0.602,0.458,0.807,0.223,0,low_confidence_default_reject
style_synth_02648,send_reminder,0.599,0.324,0.447,0.135,0,low_confidence_default_reject
style_synth_02649,send_reminder,0.841,0.748,0.311,0.147,1,high_trust_high_conf
style_synth_02650,draft_message,0.598,0.459,0.814,0.155,0,low_confidence_default_reject
style_synth_02651,draft_message,0.474,0.776,0.228,0.361,0,risky_irreversible_low_conf
style_synth_02652,send_reminder,0.882,0.643,0.179,0.171,1,confident_default_accept
style_synth_02653,schedule_event,0.838,0.868,0.915,0.27,1,high_trust_high_conf
style_synth_02654,draft_message,0.754,0.405,0.308,0.632,0,novel_action_distrust
style_synth_02655,draft_message,0.703,0.305,0.771,0.233,1,confident_default_accept
style_synth_02656,send_reminder,0.639,0.841,0.651,0.037,0,low_confidence_default_reject
style_synth_02657,pay_bill,0.772,0.346,0.521,0.267,1,confident_default_accept
style_synth_02658,schedule_event,0.301,0.458,0.45,0.186,0,low_confidence_default_reject
style_synth_02659,pay_bill,0.694,0.5,0.306,0.254,0,low_confidence_default_reject
style_synth_02660,draft_message,0.678,0.626,0.376,0.157,0,low_confidence_default_reject
style_synth_02661,schedule_event,0.434,0.361,0.295,0.315,0,risky_irreversible_low_conf
style_synth_02662,send_reminder,0.8,0.351,0.634,0.191,1,confident_default_accept
style_synth_02663,schedule_event,0.889,0.658,0.679,0.146,1,confident_default_accept
style_synth_02664,pay_bill,0.896,0.613,0.508,0.039,1,confident_default_accept
style_synth_02665,send_reminder,0.753,0.743,0.426,0.278,1,high_trust_high_conf
style_synth_02666,send_reminder,0.782,0.412,0.562,0.159,1,confident_default_accept
style_synth_02667,schedule_event,0.689,0.742,0.498,0.265,0,low_confidence_default_reject
style_synth_02668,pay_bill,0.772,0.55,0.323,0.337,1,confident_default_accept
style_synth_02669,schedule_event,0.516,0.714,0.005,0.231,0,risky_irreversible_low_conf
style_synth_02670,draft_message,0.864,0.478,0.407,0.025,1,confident_default_accept
style_synth_02671,pay_bill,0.806,0.48,0.163,0.412,0,risky_irreversible_low_conf
style_synth_02672,pay_bill,0.534,0.676,0.243,0.156,0,risky_irreversible_low_conf
style_synth_02673,send_reminder,0.876,0.498,0.57,0.316,1,confident_default_accept
style_synth_02674,draft_message,0.457,0.632,0.68,0.081,0,low_confidence_default_reject
style_synth_02675,reorganize_files,0.777,0.343,0.424,0.034,0,confident_default_accept
style_synth_02676,schedule_event,0.738,0.553,0.962,0.091,1,confident_default_accept
style_synth_02677,pay_bill,0.747,0.378,0.676,0.552,1,confident_default_accept
style_synth_02678,send_reminder,0.488,0.481,0.121,0.079,0,risky_irreversible_low_conf
style_synth_02679,schedule_event,0.849,0.325,0.76,0.29,1,confident_default_accept
style_synth_02680,draft_message,0.608,0.656,0.671,0.518,0,low_confidence_default_reject
style_synth_02681,schedule_event,0.386,0.228,0.584,0.297,0,low_trust_user
style_synth_02682,pay_bill,0.649,0.558,0.592,0.067,0,low_confidence_default_reject
style_synth_02683,schedule_event,0.481,0.864,0.796,0.525,0,low_confidence_default_reject
style_synth_02684,reorganize_files,0.373,0.491,0.813,0.291,0,low_confidence_default_reject
style_synth_02685,pay_bill,0.948,0.616,0.604,0.276,1,confident_default_accept
style_synth_02686,draft_message,0.943,0.815,0.632,0.362,0,high_trust_high_conf
style_synth_02687,schedule_event,0.514,0.813,0.276,0.213,0,risky_irreversible_low_conf
style_synth_02688,draft_message,0.771,0.402,0.156,0.541,0,risky_irreversible_low_conf
style_synth_02689,schedule_event,0.866,0.738,0.636,0.515,1,high_trust_high_conf
style_synth_02690,pay_bill,0.854,0.524,0.82,0.136,1,confident_default_accept
style_synth_02691,send_reminder,0.493,0.699,0.055,0.339,0,risky_irreversible_low_conf
style_synth_02692,draft_message,0.645,0.771,0.363,0.253,0,low_confidence_default_reject
style_synth_02693,send_reminder,0.76,0.495,0.294,0.166,0,risky_irreversible_low_conf
style_synth_02694,send_reminder,0.727,0.59,0.763,0.329,1,confident_default_accept
style_synth_02695,schedule_event,0.786,0.912,0.069,0.284,1,risky_irreversible_low_conf
style_synth_02696,reorganize_files,0.533,0.695,0.097,0.311,0,risky_irreversible_low_conf
style_synth_02697,pay_bill,0.53,0.849,0.523,0.378,0,low_confidence_default_reject
style_synth_02698,schedule_event,0.539,0.479,0.56,0.272,0,low_confidence_default_reject
style_synth_02699,draft_message,0.819,0.508,0.625,0.106,1,confident_default_accept
style_synth_02700,draft_message,0.36,0.191,0.46,0.184,1,low_trust_user
style_synth_02701,send_reminder,0.852,0.851,0.167,0.257,1,high_trust_high_conf
style_synth_02702,schedule_event,0.581,0.655,0.384,0.372,0,low_confidence_default_reject
style_synth_02703,schedule_event,0.557,0.581,0.931,0.243,0,low_confidence_default_reject
style_synth_02704,pay_bill,0.707,0.765,0.411,0.362,1,high_trust_high_conf
style_synth_02705,reorganize_files,0.871,0.476,0.227,0.106,1,confident_default_accept
style_synth_02706,pay_bill,0.7,0.878,0.955,0.165,0,low_confidence_default_reject
style_synth_02707,pay_bill,0.829,0.537,0.279,0.246,0,risky_irreversible_low_conf
style_synth_02708,send_reminder,0.718,0.702,0.39,0.259,1,high_trust_high_conf
style_synth_02709,draft_message,0.539,0.641,0.375,0.102,0,low_confidence_default_reject
style_synth_02710,schedule_event,0.547,0.738,0.046,0.292,0,risky_irreversible_low_conf
style_synth_02711,pay_bill,0.696,0.626,0.465,0.584,0,low_confidence_default_reject
style_synth_02712,send_reminder,0.829,0.446,0.613,0.26,1,confident_default_accept
style_synth_02713,draft_message,0.605,0.538,0.256,0.246,0,risky_irreversible_low_conf
style_synth_02714,reorganize_files,0.885,0.717,0.886,0.111,1,high_trust_high_conf
style_synth_02715,pay_bill,0.946,0.61,0.439,0.078,1,confident_default_accept
style_synth_02716,draft_message,0.915,0.733,0.204,0.196,1,high_trust_high_conf
style_synth_02717,schedule_event,0.561,0.56,0.97,0.27,0,low_confidence_default_reject
style_synth_02718,schedule_event,0.816,0.87,0.078,0.408,0,risky_irreversible_low_conf
style_synth_02719,reorganize_files,0.791,0.68,0.143,0.265,0,risky_irreversible_low_conf
style_synth_02720,schedule_event,0.854,0.837,0.37,0.418,1,high_trust_high_conf
style_synth_02721,reorganize_files,0.633,0.736,0.169,0.141,1,risky_irreversible_low_conf
style_synth_02722,schedule_event,0.745,0.738,0.726,0.106,0,high_trust_high_conf
style_synth_02723,schedule_event,0.881,0.508,0.744,0.292,1,confident_default_accept
style_synth_02724,send_reminder,0.505,0.314,0.327,0.352,0,low_confidence_default_reject
style_synth_02725,draft_message,0.652,0.963,0.294,0.215,0,risky_irreversible_low_conf
style_synth_02726,send_reminder,0.466,0.456,0.616,0.111,0,low_confidence_default_reject
style_synth_02727,reorganize_files,0.822,0.839,0.299,0.235,0,risky_irreversible_low_conf
style_synth_02728,reorganize_files,0.757,0.367,0.651,0.332,1,confident_default_accept
style_synth_02729,reorganize_files,0.35,0.554,0.909,0.144,0,low_confidence_default_reject
style_synth_02730,pay_bill,0.484,0.537,0.146,0.21,0,risky_irreversible_low_conf
style_synth_02731,draft_message,0.862,0.427,0.73,0.589,1,confident_default_accept
style_synth_02732,draft_message,0.759,0.721,0.306,0.158,1,high_trust_high_conf
style_synth_02733,send_reminder,0.777,0.518,0.665,0.393,1,confident_default_accept
style_synth_02734,send_reminder,0.548,0.621,0.356,0.418,0,low_confidence_default_reject
style_synth_02735,send_reminder,0.539,0.398,0.898,0.554,0,low_confidence_default_reject
style_synth_02736,send_reminder,0.919,0.287,0.062,0.43,0,low_trust_user
style_synth_02737,reorganize_files,0.519,0.531,0.554,0.544,0,low_confidence_default_reject
