task_id,timestamp,task_type,amount,deadline_hours,is_recurring,time_of_day,day_of_week,intervention_label,_generating_rule
synth_02213,2026-04-21T09:00:00,bill_payment,126.56,70.6,0,9,1,0,low_amount
synth_02214,2026-04-21T06:00:00,reminder,0.0,104.8,0,6,0,0,non_financial_low_risk
synth_02215,2026-04-21T00:00:00,paperwork,0.0,55.0,0,0,3,0,non_financial_low_risk
synth_02216,2026-04-21T08:00:00,bill_payment,323.36,104.4,0,8,2,1,low_amount
synth_02217,2026-04-21T22:00:00,appointment,0.0,3.1,0,22,1,0,non_financial_low_risk
synth_02218,2026-04-21T05:00:00,bill_payment,116.72,27.2,0,5,0,0,low_amount
synth_02219,2026-04-21T00:00:00,bill_payment,83.45,31.3,0,0,5,0,low_amount
synth_02220,2026-04-22T14:00:00,reminder,0.0,12.8,0,14,6,1,non_financial_low_risk
synth_02221,2026-04-22T13:00:00,appointment,0.0,99.2,0,13,4,0,non_financial_low_risk
synth_02222,2026-04-22T23:00:00,appointment,0.0,12.6,0,23,0,0,non_financial_low_risk
synth_02223,2026-04-22T11:00:00,bill_payment,36.72,37.8,0,11,5,0,low_amount
synth_02224,2026-04-22T14:00:00,bill_payment,292.79,9.2,0,14,2,0,low_amount
synth_02225,2026-04-22T13:00:00,bill_payment,2826.24,54.1,0,13,0,1,high_amount
synth_02226,2026-04-22T11:00:00,reminder,0.0,19.4,0,11,5,0,non_financial_low_risk
synth_02227,2026-04-22T05:00:00,paperwork,0.0,95.0,0,5,0,0,non_financial_low_risk
synth_02228,2026-04-22T04:00:00,reminder,0.0,194.8,0,4,4,0,non_financial_low_risk
synth_02229,2026-04-22T18:00:00,appointment,0.0,65.6,0,18,1,0,non_financial_low_risk
synth_02230,2026-04-22T12:00:00,paperwork,0.0,83.6,0,12,0,0,non_financial_low_risk
synth_02231,2026-04-22T17:00:00,reminder,0.0,223.5,0,17,0,0,non_financial_low_risk
synth_02232,2026-04-22T17:00:00,appointment,0.0,14.1,0,17,5,0,non_financial_low_risk
synth_02233,2026-04-22T10:00:00,paperwork,0.0,55.3,0,10,3,0,non_financial_low_risk
synth_02234,2026-04-22T17:00:00,paperwork,0.0,76.5,0,17,3,0,non_financial_low_risk
synth_02235,2026-04-22T11:00:00,paperwork,0.0,11.9,0,11,5,0,non_financial_low_risk
synth_02236,2026-04-22T20:00:00,paperwork,0.0,5.4,0,20,5,0,non_financial_low_risk
synth_02237,2026-04-22T06:00:00,paperwork,0.0,108.3,0,6,5,1,non_financial_low_risk
synth_02238,2026-04-22T03:00:00,paperwork,0.0,33.7,0,3,3,0,non_financial_low_risk
synth_02239,2026-04-22T17:00:00,bill_payment,455.01,25.0,0,17,5,0,low_amount
synth_02240,2026-04-23T00:00:00,paperwork,0.0,1.1,0,0,2,1,non_financial_but_imminent
synth_02241,2026-04-23T13:00:00,bill_payment,260.08,14.0,0,13,2,0,low_amount
synth_02242,2026-04-23T19:00:00,bill_payment,196.43,22.6,0,19,4,0,low_amount
synth_02243,2026-04-23T21:00:00,appointment,0.0,43.2,0,21,3,0,non_financial_low_risk
synth_02244,2026-04-23T08:00:00,appointment,0.0,20.8,0,8,5,0,non_financial_low_risk
synth_02245,2026-04-23T03:00:00,paperwork,0.0,67.1,0,3,3,0,non_financial_low_risk
synth_02246,2026-04-23T21:00:00,appointment,0.0,20.8,0,21,3,0,non_financial_low_risk
synth_02247,2026-04-23T22:00:00,bill_payment,52.32,4.6,1,22,5,1,deadline_override
synth_02248,2026-04-23T07:00:00,appointment,0.0,66.4,0,7,4,0,non_financial_low_risk
synth_02249,2026-04-23T13:00:00,bill_payment,29.65,92.6,1,13,0,1,recurring_suppressed
synth_02250,2026-04-23T22:00:00,bill_payment,651.56,33.5,0,22,4,0,low_amount
synth_02251,2026-04-23T01:00:00,reminder,0.0,50.9,0,1,2,0,non_financial_low_risk
synth_02252,2026-04-23T14:00:00,appointment,0.0,32.4,0,14,2,0,non_financial_low_risk
synth_02253,2026-04-23T02:00:00,bill_payment,207.03,55.7,0,2,1,0,low_amount
synth_02254,2026-04-23T12:00:00,bill_payment,64.56,50.9,1,12,0,0,recurring_suppressed
synth_02255,2026-04-23T22:00:00,bill_payment,777.89,32.6,0,22,0,0,low_amount
synth_02256,2026-04-23T00:00:00,bill_payment,183.24,21.9,0,0,5,0,low_amount
synth_02257,2026-04-23T03:00:00,appointment,0.0,48.4,0,3,3,0,non_financial_low_risk
synth_02258,2026-04-23T21:00:00,bill_payment,178.95,3.2,1,21,2,1,deadline_override
synth_02259,2026-04-23T04:00:00,appointment,0.0,13.4,0,4,0,1,non_financial_low_risk
synth_02260,2026-04-24T17:00:00,bill_payment,71.12,51.8,0,17,2,0,low_amount
synth_02261,2026-04-24T18:00:00,reminder,0.0,51.3,0,18,3,0,non_financial_low_risk
synth_02262,2026-04-24T11:00:00,bill_payment,66.52,65.9,0,11,0,0,low_amount
synth_02263,2026-04-24T04:00:00,bill_payment,158.09,36.3,0,4,2,0,low_amount
synth_02264,2026-04-24T06:00:00,reminder,0.0,77.5,0,6,5,0,non_financial_low_risk
synth_02265,2026-04-24T12:00:00,appointment,0.0,5.0,0,12,4,0,non_financial_low_risk
synth_02266,2026-04-24T04:00:00,appointment,0.0,78.2,0,4,5,0,non_financial_low_risk
synth_02267,2026-04-24T02:00:00,appointment,0.0,94.8,0,2,3,0,non_financial_low_risk
synth_02268,2026-04-24T07:00:00,reminder,0.0,40.1,0,7,5,0,non_financial_low_risk
synth_02269,2026-04-24T07:00:00,paperwork,0.0,21.6,0,7,6,0,non_financial_low_risk
synth_02270,2026-04-24T21:00:00,bill_payment,54.92,72.8,1,21,5,0,recurring_suppressed
synth_02271,2026-04-24T19:00:00,bill_payment,671.46,66.3,1,19,6,0,recurring_suppressed
synth_02272,2026-04-24T15:00:00,bill_payment,1016.81,13.3,0,15,6,1,high_amount
synth_02273,2026-04-24T17:00:00,appointment,0.0,25.9,0,17,0,0,non_financial_low_risk
synth_02274,2026-04-24T01:00:00,paperwork,0.0,71.2,0,1,2,0,non_financial_low_risk
synth_02275,2026-04-24T15:00:00,bill_payment,23.86,44.6,0,15,4,0,low_amount
synth_02276,2026-04-24T18:00:00,paperwork,0.0,87.8,0,18,5,0,non_financial_low_risk
synth_02277,2026-04-24T18:00:00,appointment,0.0,43.9,0,18,1,0,non_financial_low_risk
synth_02278,2026-04-24T08:00:00,bill_payment,144.08,34.9,0,8,5,0,low_amount
synth_02279,2026-04-24T07:00:00,bill_payment,65.45,18.0,0,7,4,0,low_amount
synth_02280,2026-04-25T10:00:00,reminder,0.0,10.2,0,10,4,0,non_financial_low_risk
synth_02281,2026-04-25T04:00:00,bill_payment,259.43,10.0,0,4,6,0,low_amount
synth_02282,2026-04-25T14:00:00,bill_payment,258.0,37.6,0,14,4,0,low_amount
synth_02283,2026-04-25T20:00:00,bill_payment,268.6,13.6,0,20,6,0,low_amount
synth_02284,2026-04-25T11:00:00,reminder,0.0,79.6,0,11,1,0,non_financial_low_risk
synth_02285,2026-04-25T14:00:00,paperwork,0.0,129.4,0,14,4,0,non_financial_low_risk
synth_02286,2026-04-25T08:00:00,bill_payment,88.37,24.0,1,8,3,0,recurring_suppressed
synth_02287,2026-04-25T08:00:00,reminder,0.0,42.1,0,8,4,0,non_financial_low_risk
synth_02288,2026-04-25T15:00:00,bill_payment,33.77,192.0,0,15,3,0,low_amount
synth_02289,2026-04-25T02:00:00,bill_payment,57.84,77.6,1,2,2,0,recurring_suppressed
synth_02290,2026-04-25T03:00:00,appointment,0.0,6.5,0,3,5,0,non_financial_low_risk
synth_02291,2026-04-25T19:00:00,bill_payment,815.41,0.5,0,19,5,1,high_amount
synth_02292,2026-04-25T17:00:00,bill_payment,39.15,40.6,1,17,2,0,recurring_suppressed
synth_02293,2026-04-25T12:00:00,bill_payment,172.14,11.9,0,12,1,0,low_amount
synth_02294,2026-04-25T15:00:00,bill_payment,33.29,45.7,0,15,0,0,low_amount
synth_02295,2026-04-25T14:00:00,paperwork,0.0,12.0,0,14,4,0,non_financial_low_risk
synth_02296,2026-04-25T18:00:00,bill_payment,82.17,13.1,0,18,6,0,low_amount
synth_02297,2026-04-25T14:00:00,bill_payment,81.35,4.1,0,14,1,1,deadline_override
synth_02298,2026-04-25T21:00:00,bill_payment,210.67,37.4,1,21,3,0,recurring_suppressed
synth_02299,2026-04-25T00:00:00,reminder,0.0,20.1,0,0,3,0,non_financial_low_risk
synth_02300,2026-04-26T22:00:00,bill_payment,129.37,7.5,1,22,5,0,recurring_suppressed
synth_02301,2026-04-26T10:00:00,paperwork,0.0,11.1,0,10,2,0,non_financial_low_risk
synth_02302,2026-04-26T00:00:00,bill_payment,88.8,44.0,0,0,5,0,low_amount
synth_02303,2026-04-26T11:00:00,bill_payment,293.15,77.3,0,11,2,0,low_amount
synth_02304,2026-04-26T13:00:00,appointment,0.0,61.8,0,13,0,0,non_financial_low_risk
synth_02305,2026-04-26T16:00:00,bill_payment,86.64,11.9,0,16,4,0,low_amount
synth_02306,2026-04-26T22:00:00,bill_payment,36.07,2.4,1,22,1,1,deadline_override
synth_02307,2026-04-26T02:00:00,appointment,0.0,2.5,0,2,4,0,non_financial_low_risk
synth_02308,2026-04-26T13:00:00,appointment,0.0,16.7,0,13,2,0,non_financial_low_risk
synth_02309,2026-04-26T19:00:00,bill_payment,120.9,3.3,0,19,0,1,deadline_override
synth_02310,2026-04-26T23:00:00,paperwork,0.0,98.6,0,23,1,0,non_financial_low_risk
synth_02311,2026-04-26T05:00:00,appointment,0.0,26.4,0,5,1,1,non_financial_low_risk
synth_02312,2026-04-26T02:00:00,reminder,0.0,44.3,0,2,0,0,non_financial_low_risk
synth_02313,2026-04-26T11:00:00,bill_payment,467.07,72.5,0,11,5,0,low_amount
synth_02314,2026-04-26T00:00:00,appointment,0.0,9.9,0,0,2,0,non_financial_low_risk
synth_02315,2026-04-26T00:00:00,paperwork,0.0,34.6,0,0,4,0,non_financial_low_risk
synth_02316,2026-04-26T18:00:00,bill_payment,70.22,95.0,0,18,6,0,low_amount
synth_02317,2026-04-26T01:00:00,bill_payment,74.54,13.7,0,1,0,0,low_amount
synth_02318,2026-04-26T17:00:00,bill_payment,63.28,32.3,0,17,4,0,low_amount
synth_02319,2026-04-26T20:00:00,reminder,0.0,30.2,0,20,4,0,non_financial_low_risk
synth_02320,2026-04-27T23:00:00,appointment,0.0,60.8,0,23,3,0,non_financial_low_risk
synth_02321,2026-04-27T16:00:00,appointment,0.0,25.1,0,16,6,0,non_financial_low_risk
synth_02322,2026-04-27T19:00:00,paperwork,0.0,11.1,0,19,2,0,non_financial_low_risk
synth_02323,2026-04-27T15:00:00,bill_payment,510.44,17.1,1,15,1,0,recurring_suppressed
synth_02324,2026-04-27T23:00:00,bill_payment,1187.05,28.7,0,23,1,1,high_amount
synth_02325,2026-04-27T14:00:00,bill_payment,59.26,32.0,0,14,2,0,low_amount
synth_02326,2026-04-27T01:00:00,appointment,0.0,25.8,0,1,1,0,non_financial_low_risk
synth_02327,2026-04-27T09:00:00,reminder,0.0,122.9,0,9,2,0,non_financial_low_risk
synth_02328,2026-04-27T20:00:00,appointment,0.0,23.5,0,20,6,0,non_financial_low_risk
synth_02329,2026-04-27T16:00:00,appointment,0.0,21.0,0,16,4,0,non_financial_low_risk
synth_02330,2026-04-27T15:00:00,reminder,0.0,97.4,0,15,0,0,non_financial_low_risk
synth_02331,2026-04-27T16:00:00,bill_payment,256.06,1.2,1,16,2,0,deadline_override
synth_02332,2026-04-27T01:00:00,bill_payment,421.47,46.7,1,1,6,0,recurring_suppressed
synth_02333,2026-04-27T17:00:00,bill_payment,118.29,69.2,1,17,5,0,recurring_suppressed
synth_02334,2026-04-27T04:00:00,appointment,0.0,317.0,0,4,6,0,non_financial_low_risk
synth_02335,2026-04-27T23:00:00,appointment,0.0,27.8,0,23,5,0,non_financial_low_risk
synth_02336,2026-04-27T04:00:00,bill_payment,103.36,2.1,0,4,1,1,deadline_override
synth_02337,2026-04-27T02:00:00,bill_payment,107.83,223.1,1,2,1,0,recurring_suppressed
synth_02338,2026-04-27T21:00:00,bill_payment,143.3,30.3,0,21,3,0,low_amount
synth_02339,2026-04-27T10:00:00,appointment,0.0,80.1,0,10,4,0,non_financial_low_risk
synth_02340,2026-04-28T23:00:00,bill_payment,38.52,41.3,0,23,2,0,low_amount
synth_02341,2026-04-28T08:00:00,bill_payment,19.23,60.5,0,8,6,0,low_amount
synth_02342,2026-04-28T00:00:00,reminder,0.0,12.3,0,0,3,0,non_financial_low_risk
synth_02343,2026-04-28T18:00:00,bill_payment,153.43,61.8,0,18,2,0,low_amount
synth_02344,2026-04-28T07:00:00,bill_payment,586.57,89.3,1,7,3,0,recurring_suppressed
synth_02345,2026-04-28T16:00:00,reminder,0.0,57.4,0,16,2,0,non_financial_low_risk
synth_02346,2026-04-28T21:00:00,bill_payment,177.55,13.3,0,21,0,0,low_amount
synth_02347,2026-04-28T12:00:00,reminder,0.0,2.8,0,12,6,0,non_financial_low_risk
synth_02348,2026-04-28T15:00:00,bill_payment,575.35,22.2,0,15,3,0,low_amount
synth_02349,2026-04-28T05:00:00,bill_payment,57.57,12.9,1,5,2,0,recurring_suppressed
synth_02350,2026-04-28T00:00:00,bill_payment,115.19,4.1,0,0,1,1,deadline_override
synth_02351,2026-04-28T22:00:00,appointment,0.0,4.6,0,22,5,0,non_financial_low_risk
synth_02352,2026-04-28T21:00:00,bill_payment,140.31,16.5,0,21,5,0,low_amount
synth_02353,2026-04-28T02:00:00,appointment,0.0,52.6,0,2,0,0,non_financial_low_risk
synth_02354,2026-04-28T16:00:00,bill_payment,492.95,14.9,1,16,0,0,recurring_suppressed
synth_02355,2026-04-28T22:00:00,bill_payment,18.46,14.5,0,22,4,0,low_amount
synth_02356,2026-04-28T01:00:00,appointment,0.0,56.1,0,1,3,0,non_financial_low_risk
synth_02357,2026-04-28T14:00:00,appointment,0.0,57.0,0,14,2,0,non_financial_low_risk
synth_02358,2026-04-28T09:00:00,bill_payment,708.11,26.0,0,9,5,0,low_amount
synth_02359,2026-04-28T03:00:00,bill_payment,67.72,4.0,0,3,1,1,deadline_override
synth_02360,2026-04-29T13:00:00,bill_payment,760.39,41.6,0,13,3,0,low_amount
synth_02361,2026-04-29T17:00:00,appointment,0.0,137.2,0,17,5,0,non_financial_low_risk
synth_02362,2026-04-29T15:00:00,reminder,0.0,11.3,0,15,5,1,non_financial_low_risk
synth_02363,2026-04-29T12:00:00,bill_payment,83.52,33.0,0,12,6,0,low_amount
synth_02364,2026-04-29T10:00:00,bill_payment,53.03,163.3,0,10,6,0,low_amount
synth_02365,2026-04-29T05:00:00,appointment,0.0,0.4,0,5,2,1,non_financial_but_imminent
synth_02366,2026-04-29T04:00:00,appointment,0.0,213.8,0,4,0,0,non_financial_low_risk
synth_02367,2026-04-29T19:00:00,bill_payment,75.46,47.9,0,19,2,0,low_amount
synth_02368,2026-04-29T23:00:00,bill_payment,76.67,54.7,0,23,4,0,low_amount
synth_02369,2026-04-29T23:00:00,bill_payment,169.43,125.4,1,23,6,1,recurring_suppressed
synth_02370,2026-04-29T09:00:00,reminder,0.0,42.9,0,9,4,0,non_financial_low_risk
synth_02371,2026-04-29T00:00:00,appointment,0.0,16.1,0,0,3,0,non_financial_low_risk
synth_02372,2026-04-29T13:00:00,reminder,0.0,3.1,0,13,3,0,non_financial_low_risk
synth_02373,2026-04-29T10:00:00,appointment,0.0,12.6,0,10,6,0,non_financial_low_risk
synth_02374,2026-04-29T18:00:00,bill_payment,50.24,1.9,1,18,2,1,deadline_override
synth_02375,2026-04-29T00:00:00,bill_payment,76.97,82.7,1,0,3,1,recurring_suppressed
synth_02376,2026-04-29T00:00:00,bill_payment,508.51,110.3,0,0,4,0,low_amount
synth_02377,2026-04-29T09:00:00,paperwork,0.0,69.9,0,9,6,0,non_financial_low_risk
synth_02378,2026-04-29T12:00:00,bill_payment,227.51,5.9,1,12,4,1,deadline_override
synth_02379,2026-04-29T03:00:00,bill_payment,121.73,13.5,0,3,1,0,low_amount
synth_02380,2026-04-30T09:00:00,paperwork,0.0,8.9,0,9,5,0,non_financial_low_risk
synth_02381,2026-04-30T09:00:00,bill_payment,88.9,21.5,0,9,2,0,low_amount
synth_02382,2026-04-30T02:00:00,appointment,0.0,48.9,0,2,1,0,non_financial_low_risk
synth_02383,2026-04-30T07:00:00,reminder,0.0,0.2,0,7,0,1,non_financial_but_imminent
synth_02384,2026-04-30T05:00:00,paperwork,0.0,138.7,0,5,0,0,non_financial_low_risk
synth_02385,2026-04-30T15:00:00,bill_payment,149.2,36.7,0,15,5,0,low_amount
synth_02386,2026-04-30T02:00:00,paperwork,0.0,21.1,0,2,2,0,non_financial_low_risk
synth_02387,2026-04-30T08:00:00,paperwork,0.0,37.8,0,8,5,1,non_financial_low_risk
synth_02388,2026-04-30T02:00:00,reminder,0.0,78.3,0,2,0,0,non_financial_low_risk
synth_02389,2026-04-30T20:00:00,bill_payment,169.74,10.4,0,20,2,1,low_amount
synth_02390,2026-04-30T13:00:00,reminder,0.0,75.5,0,13,0,0,non_financial_low_risk
synth_02391,2026-04-30T05:00:00,paperwork,0.0,24.7,0,5,1,0,non_financial_low_risk
synth_02392,2026-04-30T22:00:00,appointment,0.0,42.4,0,22,0,0,non_financial_low_risk
synth_02393,2026-04-30T15:00:00,paperwork,0.0,86.3,0,15,4,0,non_financial_low_risk
synth_02394,2026-04-30T00:00:00,bill_payment,207.64,2.1,0,0,4,1,deadline_override
synth_02395,2026-04-30T20:00:00,reminder,0.0,130.4,0,20,2,0,non_financial_low_risk
synth_02396,2026-04-30T14:00:00,paperwork,0.0,167.7,0,14,0,0,non_financial_low_risk
synth_02397,2026-04-30T17:00:00,bill_payment,175.13,43.1,0,17,4,0,low_amount
synth_02398,2026-04-30T09:00:00,bill_payment,189.37,86.6,0,9,4,0,low_amount
synth_02399,2026-04-30T10:00:00,bill_payment,58.92,22.9,1,10,6,0,recurring_suppressed
synth_02400,2026-05-01T00:00:00,bill_payment,158.09,17.7,1,0,0,0,recurring_suppressed
synth_02401,2026-05-01T03:00:00,bill_payment,3174.26,128.6,0,3,2,1,high_amount
synth_02402,2026-05-01T10:00:00,reminder,0.0,70.1,0,10,0,0,non_financial_low_risk
synth_02403,2026-05-01T17:00:00,bill_payment,310.32,15.5,0,17,6,0,low_amount
synth_02404,2026-05-01T17:00:00,reminder,0.0,80.1,0,17,4,0,non_financial_low_risk
synth_02405,2026-05-01T21:00:00,appointment,0.0,113.7,0,21,2,0,non_financial_low_risk
synth_02406,2026-05-01T10:00:00,bill_payment,483.67,101.0,1,10,2,0,recurring_suppressed
synth_02407,2026-05-01T07:00:00,bill_payment,121.68,8.3,0,7,0,0,low_amount
synth_02408,2026-05-01T21:00:00,bill_payment,120.72,6.5,0,21,4,0,low_amount
synth_02409,2026-05-01T06:00:00,bill_payment,2299.15,41.3,0,6,3,1,high_amount
synth_02410,2026-05-01T11:00:00,bill_payment,28.87,10.3,0,11,1,0,low_amount
synth_02411,2026-05-01T09:00:00,appointment,0.0,116.0,0,9,2,0,non_financial_low_risk
synth_02412,2026-05-01T13:00:00,reminder,0.0,6.4,0,13,2,0,non_financial_low_risk
synth_02413,2026-05-01T12:00:00,appointment,0.0,182.8,0,12,4,0,non_financial_low_risk
synth_02414,2026-05-01T21:00:00,bill_payment,62.79,49.1,1,21,1,0,recurring_suppressed
synth_02415,2026-05-01T03:00:00,bill_payment,590.69,6.8,1,3,4,1,recurring_suppressed
synth_02416,2026-05-01T20:00:00,bill_payment,115.79,28.4,1,20,6,0,recurring_suppressed
synth_02417,2026-05-01T21:00:00,bill_payment,632.46,35.1,1,21,1,0,recurring_suppressed
synth_02418,2026-05-01T07:00:00,bill_payment,114.72,52.6,0,7,3,0,low_amount
synth_02419,2026-05-01T14:00:00,bill_payment,137.93,105.5,1,14,4,0,recurring_suppressed
synth_02420,2026-05-02T00:00:00,bill_payment,342.88,15.7,0,0,3,0,low_amount
synth_02421,2026-05-02T11:00:00,appointment,0.0,42.4,0,11,2,0,non_financial_low_risk
synth_02422,2026-05-02T05:00:00,bill_payment,242.47,31.1,0,5,3,0,low_amount
synth_02423,2026-05-02T07:00:00,reminder,0.0,0.8,0,7,5,1,non_financial_but_imminent
synth_02424,2026-05-02T23:00:00,bill_payment,834.01,130.5,1,23,2,0,recurring_suppressed
synth_02425,2026-05-02T21:00:00,appointment,0.0,15.2,0,21,4,0,non_financial_low_risk
synth_02426,2026-05-02T18:00:00,paperwork,0.0,1.0,0,18,0,1,non_financial_but_imminent
synth_02427,2026-05-02T19:00:00,bill_payment,1656.48,53.0,0,19,4,1,high_amount
synth_02428,2026-05-02T15:00:00,appointment,0.0,9.7,0,15,4,1,non_financial_low_risk
synth_02429,2026-05-02T22:00:00,reminder,0.0,19.0,0,22,6,0,non_financial_low_risk
synth_02430,2026-05-02T06:00:00,appointment,0.0,0.1,0,6,1,1,non_financial_but_imminent
synth_02431,2026-05-02T20:00:00,bill_payment,288.79,78.4,0,20,3,0,low_amount
synth_02432,2026-05-02T11:00:00,reminder,0.0,40.0,0,11,0,0,non_financial_low_risk
synth_02433,2026-05-02T10:00:00,appointment,0.0,106.1,0,10,0,0,non_financial_low_risk
synth_02434,2026-05-02T17:00:00,bill_payment,422.05,32.6,0,17,0,0,low_amount
synth_02435,2026-05-02T13:00:00,bill_payment,392.27,96.7,1,13,4,0,recurring_suppressed
synth_02436,2026-05-02T03:00:00,bill_payment,130.55,64.3,1,3,0,0,recurring_suppressed
synth_02437,2026-05-02T08:00:00,reminder,0.0,25.3,0,8,5,0,non_financial_low_risk
synth_02438,2026-05-02T08:00:00,bill_payment,64.53,13.0,1,8,6,0,recurring_suppressed
synth_02439,2026-05-02T07:00:00,paperwork,0.0,133.7,0,7,0,0,non_financial_low_risk
synth_02440,2026-05-03T15:00:00,bill_payment,11.14,62.6,0,15,6,0,low_amount
synth_02441,2026-05-03T03:00:00,paperwork,0.0,104.9,0,3,0,0,non_financial_low_risk
synth_02442,2026-05-03T20:00:00,bill_payment,435.89,8.6,0,20,4,1,low_amount
synth_02443,2026-05-03T06:00:00,bill_payment,71.23,64.2,0,6,6,0,low_amount
synth_02444,2026-05-03T03:00:00,bill_payment,119.3,12.3,1,3,5,0,recurring_suppressed
synth_02445,2026-05-03T04:00:00,bill_payment,1098.82,17.1,0,4,5,1,high_amount
synth_02446,2026-05-03T00:00:00,reminder,0.0,30.8,0,0,1,0,non_financial_low_risk
synth_02447,2026-05-03T13:00:00,appointment,0.0,55.4,0,13,0,0,non_financial_low_risk
synth_02448,2026-05-03T05:00:00,bill_payment,37.46,27.4,0,5,2,0,low_amount
synth_02449,2026-05-03T16:00:00,paperwork,0.0,103.3,0,16,4,0,non_financial_low_risk
synth_02450,2026-05-03T14:00:00,reminder,0.0,199.7,0,14,1,0,non_financial_low_risk
synth_02451,2026-05-03T06:00:00,appointment,0.0,51.9,0,6,3,0,non_financial_low_risk
synth_02452,2026-05-03T08:00:00,appointment,0.0,76.0,0,8,2,0,non_financial_low_risk
synth_02453,2026-05-03T12:00:00,bill_payment,1022.78,1.0,0,12,6,1,high_amount
synth_02454,2026-05-03T03:00:00,reminder,0.0,99.7,0,3,6,0,non_financial_low_risk
synth_02455,2026-05-03T22:00:00,reminder,0.0,12.5,0,22,4,0,non_financial_low_risk
synth_02456,2026-05-03T04:00:00,bill_payment,96.51,41.7,0,4,0,0,low_amount
synth_02457,2026-05-03T04:00:00,appointment,0.0,12.7,0,4,1,0,non_financial_low_risk
synth_02458,2026-05-03T02:00:00,appointment,0.0,44.8,0,2,1,0,non_financial_low_risk
synth_02459,2026-05-03T05:00:00,bill_payment,156.37,14.5,0,5,0,0,low_amount
synth_02460,2026-05-04T07:00:00,reminder,0.0,11.0,0,7,5,0,non_financial_low_risk
synth_02461,2026-05-04T02:00:00,appointment,0.0,47.1,0,2,3,0,non_financial_low_risk
synth_02462,2026-05-04T10:00:00,appointment,0.0,64.2,0,10,3,0,non_financial_low_risk
synth_02463,2026-05-04T23:00:00,bill_payment,1447.62,71.7,0,23,0,1,high_amount
synth_02464,2026-05-04T15:00:00,bill_payment,522.81,4.1,0,15,6,1,deadline_override
synth_02465,2026-05-04T11:00:00,paperwork,0.0,37.2,0,11,0,0,non_financial_low_risk
synth_02466,2026-05-04T23:00:00,paperwork,0.0,44.6,0,23,1,0,non_financial_low_risk
synth_02467,2026-05-04T09:00:00,bill_payment,722.38,33.7,1,9,2,0,recurring_suppressed
synth_02468,2026-05-04T21:00:00,appointment,0.0,7.7,0,21,4,0,non_financial_low_risk
synth_02469,2026-05-04T09:00:00,bill_payment,177.82,7.8,0,9,4,0,low_amount
synth_02470,2026-05-04T19:00:00,bill_payment,117.09,27.4,1,19,0,1,recurring_suppressed
synth_02471,2026-05-04T16:00:00,bill_payment,71.29,20.1,0,16,2,0,low_amount
synth_02472,2026-05-04T07:00:00,bill_payment,173.4,7.8,1,7,2,0,recurring_suppressed
synth_02473,2026-05-04T17:00:00,bill_payment,96.37,41.3,0,17,5,1,low_amount
synth_02474,2026-05-04T07:00:00,appointment,0.0,25.1,0,7,3,0,non_financial_low_risk
synth_02475,2026-05-04T11:00:00,appointment,0.0,29.6,0,11,6,0,non_financial_low_risk
synth_02476,2026-05-04T16:00:00,paperwork,0.0,72.4,0,16,1,0,non_financial_low_risk
synth_02477,2026-05-04T16:00:00,bill_payment,373.33,36.1,0,16,5,1,low_amount
synth_02478,2026-05-04T20:00:00,appointment,0.0,14.4,0,20,1,0,non_financial_low_risk
synth_02479,2026-05-04T07:00:00,appointment,0.0,102.0,0,7,4,0,non_financial_low_risk
synth_02480,2026-05-05T20:00:00,paperwork,0.0,10.0,0,20,0,0,non_financial_low_risk
synth_02481,2026-05-05T23:00:00,bill_payment,217.08,24.5,0,23,1,0,low_amount
synth_02482,2026-05-05T09:00:00,appointment,0.0,52.8,0,9,3,0,non_financial_low_risk
synth_02483,2026-05-05T08:00:00,bill_payment,465.96,5.3,0,8,0,1,deadline_override
synth_02484,2026-05-05T09:00:00,bill_payment,199.25,140.2,0,9,6,0,low_amount
synth_02485,2026-05-05T05:00:00,bill_payment,1046.58,22.1,0,5,2,1,high_amount
synth_02486,2026-05-05T21:00:00,reminder,0.0,62.7,0,21,0,0,non_financial_low_risk
synth_02487,2026-05-05T00:00:00,bill_payment,273.67,36.3,0,0,6,0,low_amount
synth_02488,2026-05-05T08:00:00,bill_payment,29.59,35.1,0,8,2,0,low_amount
synth_02489,2026-05-05T09:00:00,bill_payment,294.74,53.8,0,9,5,0,low_amount
synth_02490,2026-05-05T06:00:00,reminder,0.0,16.5,0,6,1,0,non_financial_low_risk
synth_02491,2026-05-05T16:00:00,paperwork,0.0,21.1,0,16,2,0,non_financial_low_risk
synth_02492,2026-05-05T23:00:00,reminder,0.0,6.3,0,23,1,0,non_financial_low_risk
synth_02493,2026-05-05T22:00:00,paperwork,0.0,4.5,0,22,4,0,non_financial_low_risk
synth_02494,2026-05-05T03:00:00,appointment,0.0,101.2,0,3,4,1,non_financial_low_risk
synth_02495,2026-05-05T02:00:00,reminder,0.0,13.2,0,2,5,0,non_financial_low_risk
synth_02496,2026-05-05T20:00:00,appointment,0.0,6.9,0,20,2,0,non_financial_low_risk
synth_02497,2026-05-05T19:00:00,bill_payment,123.65,3.8,1,19,6,1,deadline_override
synth_02498,2026-05-05T12:00:00,paperwork,0.0,19.0,0,12,0,0,non_financial_low_risk
synth_02499,2026-05-05T17:00:00,appointment,0.0,25.1,0,17,5,0,non_financial_low_risk
synth_02500,2026-05-06T05:00:00,reminder,0.0,0.5,0,5,1,1,non_financial_but_imminent
